,Product_ID,Source,Sales_Agent,Location,Delivery_Mode,Status
278,15.0,2,8,10,4,3
279,15.0,2,10,10,4,3
280,15.0,2,4,10,4,3
281,15.0,2,5,10,4,1
282,15.0,2,4,10,4,3
283,15.0,2,8,10,4,3
284,10.0,24,5,10,3,2
285,19.0,2,8,10,0,1
286,12.0,24,8,1,3,2
287,19.0,14,8,9,0,2
288,15.0,2,9,10,4,8
289,19.0,2,10,1,0,0
290,15.0,2,4,10,4,7
291,15.0,2,8,10,4,7
292,15.0,2,5,10,4,4
293,18.0,2,4,9,0,4
294,19.0,14,4,1,0,9
295,18.0,14,5,10,2,2
296,18.0,14,5,14,2,2
297,27.0,14,5,1,0,4
298,19.0,24,8,11,2,2
299,5.0,2,10,10,4,7
300,12.0,14,8,10,3,5
301,27.0,24,5,10,4,4
302,9.0,24,10,2,0,9
303,9.0,2,5,6,0,9
304,18.0,24,10,10,0,7
305,27.0,24,4,10,4,7
306,5.0,24,8,10,4,4
307,9.0,2,4,2,0,9
308,15.0,2,5,10,4,9
309,18.0,14,5,1,0,9
310,18.0,24,5,9,4,4
311,18.0,2,5,1,0,9
312,18.0,24,4,6,2,1
313,27.0,24,10,10,2,2
314,19.0,14,1,14,2,9
315,19.0,14,10,1,0,2
316,18.0,14,1,9,2,9
317,19.0,2,4,10,4,3
318,15.0,2,4,10,4,7
319,15.0,2,8,10,4,3
320,19.0,24,4,10,1,0
321,9.0,2,10,2,0,2
322,19.0,24,5,13,2,9
323,27.0,24,10,1,0,2
324,2.0,24,8,3,2,2
325,19.0,14,5,0,2,7
326,19.0,2,10,3,0,2
327,19.0,24,4,1,0,0
328,18.0,2,10,2,0,2
329,5.0,14,9,16,2,8
330,15.0,2,1,10,4,3
331,18.0,2,5,10,4,3
332,18.0,2,4,1,0,9
333,15.0,2,8,10,4,3
334,27.0,2,4,10,4,1
335,15.0,14,9,6,4,3
336,15.0,2,10,10,4,4
337,15.0,2,1,10,4,4
338,15.0,2,8,10,4,3
339,15.0,2,4,10,4,7
340,15.0,2,10,10,4,3
341,5.0,2,1,9,4,4
342,18.0,24,1,1,0,6
343,27.0,2,8,10,4,1
344,15.0,2,5,10,4,4
345,15.0,2,4,10,4,7
346,15.0,2,5,10,4,7
347,15.0,2,1,10,4,3
348,27.0,2,1,2,4,9
349,15.0,2,1,10,4,3
350,19.0,2,1,1,4,3
351,9.0,16,10,14,2,0
352,9.0,2,10,1,0,2
353,9.0,2,10,1,0,2
354,18.0,24,10,2,0,2
355,9.0,14,4,10,2,7
356,19.0,14,5,6,2,7
357,9.0,14,1,6,2,4
358,18.0,13,10,6,2,2
359,18.0,2,5,2,0,9
360,19.0,14,1,0,2,4
361,12.0,14,5,10,3,7
362,9.0,14,4,6,2,1
363,20.0,14,8,1,0,3
364,18.0,14,8,10,2,2
365,18.0,2,9,10,2,8
366,19.0,14,10,1,0,2
367,18.0,24,8,10,0,2
368,18.0,14,1,10,0,4
369,18.0,2,8,1,0,9
370,18.0,2,5,1,0,0
371,18.0,2,10,1,0,5
372,18.0,2,8,10,4,0
373,27.0,24,8,3,4,3
374,27.0,24,1,10,4,7
375,27.0,24,4,10,0,7
376,19.0,24,4,7,4,3
377,27.0,24,5,10,4,2
378,15.0,24,4,10,4,7
379,3.0,24,4,10,4,1
380,15.0,24,4,10,4,7
381,18.0,24,5,3,0,4
382,12.0,24,10,1,4,2
383,18.0,24,8,1,0,2
384,27.0,24,8,9,2,2
385,18.0,2,8,2,0,4
386,5.0,14,10,10,0,7
387,27.0,14,1,1,2,9
388,20.0,14,1,1,0,9
389,27.0,14,10,0,2,2
390,9.0,24,8,3,2,2
391,19.0,14,8,1,0,9
392,18.0,24,5,0,2,0
393,5.0,2,10,2,0,2
394,25.0,14,10,10,2,2
395,18.0,14,5,2,0,9
396,27.0,14,8,1,0,9
397,9.0,14,5,1,0,2
398,18.0,14,4,14,2,3
399,18.0,14,10,2,0,0
400,18.0,14,5,1,0,7
401,18.0,14,1,10,2,9
402,19.0,24,1,3,4,2
403,18.0,14,10,16,2,2
404,27.0,14,1,11,2,7
405,19.0,24,4,1,0,0
406,5.0,14,8,15,2,2
407,18.0,2,10,1,0,9
408,18.0,2,5,1,0,9
409,15.0,2,5,10,4,4
410,18.0,14,4,10,2,7
411,9.0,2,10,6,4,2
412,15.0,2,5,10,4,4
413,15.0,2,1,10,4,4
414,15.0,2,4,10,4,4
415,18.0,2,10,1,0,0
416,15.0,2,4,10,4,4
417,15.0,2,5,10,4,4
418,15.0,2,4,10,4,3
419,15.0,2,1,10,4,3
420,15.0,2,1,10,4,3
421,25.0,14,5,1,0,9
422,18.0,2,10,9,4,4
423,1.0,12,4,11,2,4
424,9.0,2,10,1,0,2
425,19.0,14,1,0,3,3
426,25.0,14,10,1,0,9
427,2.0,14,8,6,2,1
428,19.0,14,10,3,2,4
429,5.0,14,4,2,2,4
430,9.0,2,1,1,4,3
431,19.0,2,5,3,0,1
432,27.0,24,8,2,2,9
433,20.0,14,1,1,0,0
434,9.0,14,5,6,2,2
435,27.0,14,10,16,2,2
436,5.0,14,5,10,2,7
437,27.0,14,8,2,2,7
438,9.0,14,4,10,2,4
439,18.0,14,5,9,2,9
440,5.0,14,10,10,2,7
441,9.0,2,5,1,0,0
442,19.0,7,4,1,3,9
443,9.0,14,4,6,2,4
444,19.0,14,5,0,3,7
445,18.0,10,8,1,0,4
446,27.0,2,10,2,0,9
447,18.0,24,10,10,0,9
448,20.0,14,1,1,0,3
449,15.0,2,1,10,4,3
450,9.0,2,8,6,3,2
451,9.0,2,5,1,0,0
452,27.0,2,4,10,4,9
453,9.0,2,5,9,4,9
454,1.0,2,1,10,4,7
455,15.0,2,8,10,4,3
456,18.0,14,1,3,2,4
457,15.0,2,10,10,4,7
458,15.0,2,4,10,4,1
459,15.0,2,5,10,4,7
460,15.0,2,4,10,4,3
461,9.0,2,1,3,4,4
462,9.0,2,8,1,4,2
463,19.0,14,8,1,0,7
464,9.0,24,4,10,4,0
465,9.0,24,5,1,0,2
466,27.0,24,4,6,2,7
467,9.0,24,10,6,2,4
468,19.0,24,10,10,4,3
469,2.0,14,4,1,0,4
470,19.0,24,1,9,0,6
471,9.0,14,10,1,2,2
472,9.0,14,4,3,2,4
473,9.0,14,4,3,0,1
474,9.0,14,6,6,0,7
475,18.0,14,1,1,0,0
476,27.0,14,4,1,0,7
477,15.0,24,5,10,4,3
478,18.0,14,1,2,0,9
479,27.0,10,10,3,2,2
480,9.0,14,5,10,2,9
481,27.0,24,10,10,0,7
482,19.0,2,5,2,0,2
483,15.0,2,5,10,4,3
484,18.0,14,6,1,0,9
485,15.0,2,4,10,4,3
486,15.0,2,1,10,4,7
487,15.0,2,5,10,4,4
488,19.0,2,10,1,0,9
489,27.0,2,1,1,4,9
490,15.0,2,5,10,4,7
491,18.0,2,1,1,4,6
492,15.0,2,4,10,4,4
493,27.0,2,4,1,0,9
494,15.0,2,10,10,4,3
495,9.0,14,4,9,2,1
496,27.0,2,5,6,4,2
497,27.0,2,1,1,4,6
498,15.0,2,4,10,4,1
499,15.0,2,10,10,4,7
500,15.0,2,5,10,4,1
501,15.0,2,1,10,4,3
502,5.0,14,1,0,2,4
503,27.0,14,5,6,2,7
504,19.0,14,1,12,2,9
505,18.0,14,8,16,2,7
506,19.0,14,8,1,0,7
507,18.0,14,8,14,2,4
508,27.0,14,8,2,2,4
509,27.0,24,10,10,0,4
510,18.0,14,9,1,0,8
511,19.0,14,8,15,2,0
512,27.0,14,8,1,0,2
513,18.0,14,8,1,0,2
514,19.0,14,10,6,2,7
515,18.0,24,1,10,0,3
516,18.0,24,1,9,2,6
517,19.0,24,8,10,0,7
518,19.0,2,8,1,3,2
519,19.0,24,8,6,2,6
520,27.0,24,8,10,4,2
521,18.0,24,1,2,0,9
522,19.0,16,1,9,0,4
523,15.0,24,10,2,0,7
524,19.0,14,5,14,2,7
525,27.0,10,4,1,0,7
526,18.0,12,10,1,0,7
527,27.0,24,8,2,0,6
528,19.0,14,4,1,0,6
529,19.0,14,1,14,2,4
530,19.0,14,1,9,2,4
531,18.0,2,4,3,2,4
532,27.0,24,10,2,0,7
533,19.0,2,5,1,0,0
534,18.0,24,8,13,2,7
535,15.0,14,10,10,4,4
536,18.0,14,4,2,0,0
537,18.0,24,4,10,2,4
538,27.0,14,8,10,0,7
539,9.0,24,1,9,0,4
540,15.0,2,1,10,4,4
541,19.0,2,5,1,4,9
542,15.0,2,1,10,4,7
543,15.0,2,4,10,4,7
544,18.0,2,5,1,4,9
545,15.0,2,10,10,4,4
546,15.0,2,10,10,4,7
547,15.0,2,5,10,4,2
548,9.0,2,8,10,4,2
549,15.0,2,8,10,4,3
550,27.0,24,4,10,0,7
551,18.0,24,8,10,4,3
552,15.0,24,5,10,4,4
553,18.0,24,10,1,0,2
554,10.0,24,4,1,4,9
555,9.0,14,4,3,2,9
556,5.0,14,8,1,4,4
557,5.0,24,5,10,4,7
558,19.0,14,10,9,3,9
559,15.0,2,5,10,4,4
560,19.0,24,4,10,4,7
561,27.0,2,4,1,0,9
562,19.0,24,8,10,4,3
563,9.0,2,8,1,0,2
564,9.0,2,10,9,0,4
565,12.0,24,5,13,4,7
566,5.0,14,10,6,2,2
567,25.0,14,4,16,4,7
568,15.0,24,1,1,4,3
569,18.0,14,5,1,0,4
570,18.0,14,8,6,2,7
571,19.0,14,1,1,0,9
572,9.0,2,10,2,0,7
573,9.0,14,5,6,0,4
574,15.0,14,8,10,4,2
575,20.0,14,4,9,2,9
576,19.0,4,4,1,0,9
577,15.0,24,8,6,2,4
578,18.0,2,1,1,4,4
579,18.0,2,5,1,0,9
580,18.0,14,10,16,2,7
581,1.0,16,6,6,2,6
582,18.0,16,6,10,4,9
583,5.0,14,5,10,2,7
584,9.0,14,1,6,2,4
585,18.0,14,10,3,2,2
586,18.0,14,8,10,2,4
587,15.0,2,1,10,4,5
588,15.0,2,10,10,4,4
589,18.0,2,1,2,4,0
590,18.0,24,1,1,0,5
591,18.0,24,4,1,0,9
592,10.0,7,8,1,0,9
594,18.0,2,8,3,0,7
595,9.0,14,5,6,2,7
596,9.0,2,5,2,0,9
597,10.0,4,10,1,0,9
598,9.0,2,1,1,0,6
599,19.0,14,10,9,2,9
600,15.0,14,4,13,2,4
601,19.0,12,5,10,2,9
602,13.0,14,6,10,0,1
603,19.0,14,10,1,0,9
604,27.0,2,4,1,0,0
605,15.0,2,5,10,4,3
606,15.0,2,10,10,4,3
607,15.0,2,8,10,4,3
608,15.0,2,1,10,4,4
609,18.0,2,5,10,4,4
610,15.0,2,10,10,4,4
611,15.0,2,4,10,4,7
612,9.0,14,4,6,2,2
613,18.0,14,10,1,0,7
614,18.0,14,5,10,4,7
615,27.0,24,5,10,4,7
616,5.0,14,4,1,0,7
617,18.0,14,8,2,0,2
618,5.0,14,10,1,0,7
619,15.0,24,4,10,4,4
620,18.0,14,4,9,4,4
621,18.0,14,5,3,2,9
622,15.0,2,1,10,4,4
623,15.0,2,8,10,4,9
624,12.0,14,10,3,4,4
625,10.0,14,1,6,0,4
626,19.0,14,8,3,2,4
627,18.0,2,10,2,0,9
628,18.0,10,8,1,0,3
629,27.0,12,10,10,2,4
630,5.0,13,1,11,4,4
631,15.0,16,4,2,0,3
632,5.0,13,10,2,2,3
633,19.0,14,8,1,0,2
634,18.0,24,5,10,4,2
635,15.0,24,5,2,4,7
636,18.0,24,4,9,4,4
637,18.0,14,5,2,0,9
638,18.0,14,10,1,2,9
639,13.0,14,4,10,4,4
640,9.0,12,8,14,2,4
641,12.0,2,1,10,3,7
642,5.0,24,1,10,4,9
643,18.0,24,8,10,4,7
644,18.0,14,4,6,0,7
645,18.0,14,10,6,0,2
646,9.0,14,4,10,4,2
647,20.0,24,5,9,4,2
648,9.0,14,1,1,0,9
649,19.0,2,10,1,0,0
650,19.0,2,10,2,0,9
652,15.0,2,5,10,4,1
653,15.0,2,1,10,4,4
654,18.0,2,5,2,4,9
655,15.0,2,4,10,4,7
656,19.0,24,10,6,2,4
657,18.0,16,8,1,0,9
659,20.0,16,8,11,0,7
660,10.0,24,1,10,2,0
661,27.0,24,4,1,2,7
662,9.0,24,5,3,0,7
663,19.0,14,8,10,2,2
664,19.0,14,4,1,0,6
665,19.0,14,1,3,2,3
666,19.0,2,1,1,4,9
667,18.0,2,10,1,0,9
668,19.0,14,8,1,0,5
669,18.0,2,10,9,0,2
670,18.0,2,4,2,0,6
671,27.0,14,10,1,0,2
672,18.0,14,10,10,0,7
673,9.0,14,8,9,2,5
674,9.0,24,1,1,0,9
675,27.0,16,6,1,0,9
676,19.0,2,10,6,0,2
677,27.0,14,6,10,0,3
678,18.0,4,4,2,0,0
679,27.0,4,10,1,0,2
680,19.0,2,8,10,2,2
682,27.0,16,5,1,0,2
683,18.0,10,4,1,0,7
684,15.0,2,1,10,4,1
685,15.0,2,10,10,4,7
686,15.0,2,5,10,4,1
687,15.0,2,8,10,4,3
688,15.0,2,4,10,4,3
689,18.0,2,1,1,4,0
692,18.0,24,1,9,2,7
693,18.0,14,4,1,0,4
694,19.0,14,5,13,2,7
695,18.0,14,10,9,2,9
696,18.0,14,10,2,0,2
697,5.0,14,4,10,2,3
698,18.0,24,5,10,0,7
699,18.0,24,10,10,0,3
700,27.0,2,5,11,4,7
701,5.0,13,8,1,0,2
702,15.0,2,5,10,4,3
703,15.0,2,5,10,4,7
704,18.0,2,10,9,4,4
705,15.0,2,4,10,4,7
706,18.0,24,1,1,4,6
707,25.0,2,5,1,0,2
708,19.0,24,10,11,4,4
709,9.0,7,4,10,3,9
710,18.0,2,10,1,0,9
711,20.0,14,5,10,4,7
712,20.0,14,8,10,2,4
713,9.0,4,10,1,2,0
714,19.0,2,5,10,0,4
715,5.0,14,1,1,0,9
716,18.0,2,5,1,0,0
717,15.0,2,1,10,4,1
718,15.0,2,5,10,4,4
719,15.0,2,8,10,4,3
720,15.0,2,1,10,4,9
721,15.0,2,4,10,4,7
722,18.0,2,10,1,4,2
723,15.0,2,4,10,4,7
724,9.0,2,5,9,4,4
725,2.0,2,1,1,4,9
726,15.0,2,10,10,4,3
727,15.0,2,8,10,4,3
728,19.0,24,8,9,2,2
729,18.0,12,1,2,0,7
730,18.0,14,8,1,0,2
731,19.0,12,10,1,2,2
732,18.0,14,4,10,0,2
733,19.0,2,5,2,2,9
734,18.0,2,10,1,2,9
735,18.0,14,1,6,2,7
736,19.0,16,10,9,2,6
737,18.0,14,5,1,0,0
738,19.0,16,8,15,0,2
739,18.0,14,8,9,2,2
740,1.0,14,1,2,0,7
741,27.0,16,1,1,0,7
742,19.0,14,10,10,2,9
743,15.0,14,8,9,2,3
744,25.0,14,5,14,4,7
745,18.0,10,8,10,0,2
746,9.0,14,10,6,2,7
747,18.0,16,10,6,2,9
748,25.0,14,4,10,0,7
749,18.0,16,5,3,2,7
750,5.0,14,8,10,2,4
751,19.0,14,5,12,2,9
752,25.0,14,8,1,0,7
753,18.0,14,1,2,0,6
754,27.0,2,8,2,3,2
755,9.0,2,1,10,4,9
756,19.0,2,10,1,0,9
757,19.0,2,1,6,0,0
758,9.0,24,5,7,4,1
759,18.0,2,10,2,0,2
760,18.0,2,5,1,0,9
761,19.0,2,10,1,4,9
762,19.0,2,5,1,4,9
763,15.0,2,10,10,4,7
764,27.0,2,8,2,2,2
765,9.0,2,10,1,4,2
766,15.0,2,1,10,4,3
767,18.0,2,1,10,4,4
768,9.0,2,8,1,0,7
769,18.0,14,10,2,0,2
770,15.0,2,1,10,4,9
771,19.0,2,5,2,2,0
772,15.0,2,8,10,4,7
773,9.0,2,4,2,4,5
774,18.0,24,8,2,4,2
775,19.0,24,8,10,4,7
776,9.0,24,4,2,4,7
777,27.0,24,10,9,0,2
778,18.0,24,5,3,4,4
779,5.0,24,4,10,4,7
780,18.0,24,1,1,0,9
781,27.0,24,5,1,4,9
782,10.0,24,8,6,3,2
783,20.0,24,4,10,4,3
784,24.0,24,4,10,4,4
785,15.0,24,10,10,4,7
786,18.0,24,5,11,4,4
787,18.0,24,4,9,4,1
788,18.0,24,8,7,3,3
789,18.0,24,10,10,4,9
790,27.0,24,5,10,0,2
791,10.0,24,1,10,4,9
792,18.0,24,5,9,2,4
793,15.0,24,1,10,4,4
794,15.0,24,1,10,4,4
795,18.0,24,8,2,0,2
796,27.0,24,4,6,4,4
797,9.0,2,1,10,0,9
798,19.0,14,4,3,0,1
799,25.0,14,1,2,0,7
800,9.0,14,4,13,2,4
801,27.0,14,8,13,2,3
802,19.0,24,5,3,4,1
803,15.0,2,4,10,4,3
804,19.0,2,8,10,2,2
805,15.0,2,4,10,4,7
806,19.0,2,5,6,0,2
807,15.0,2,10,10,4,2
808,15.0,2,5,10,4,7
809,15.0,2,4,10,4,7
810,15.0,2,9,10,4,8
811,15.0,2,10,2,4,4
812,18.0,2,1,10,4,5
813,18.0,2,10,1,0,2
814,10.0,14,8,10,1,4
815,19.0,2,10,1,0,9
816,19.0,2,4,1,0,0
817,9.0,14,4,3,0,4
818,25.0,24,5,10,0,9
819,18.0,16,5,9,2,2
820,12.0,16,1,10,0,9
821,18.0,2,10,2,0,2
822,9.0,14,5,7,2,7
823,19.0,2,4,3,2,9
824,15.0,24,5,10,4,7
825,5.0,14,1,10,0,4
826,18.0,14,10,10,2,7
827,27.0,14,5,6,0,9
828,20.0,14,8,10,2,7
829,11.0,14,5,10,4,7
830,19.0,14,4,10,0,7
831,9.0,2,4,2,2,2
832,19.0,12,1,1,2,6
833,25.0,24,8,10,4,7
834,19.0,2,4,1,0,9
835,27.0,24,10,2,4,2
836,9.0,24,5,10,4,2
837,18.0,14,10,1,0,0
838,18.0,24,8,2,4,10
839,15.0,2,1,10,4,4
840,15.0,2,8,10,4,2
841,27.0,24,4,1,4,2
842,15.0,2,10,2,4,2
843,15.0,2,4,10,4,4
844,15.0,2,1,10,4,4
845,18.0,24,8,10,4,7
846,18.0,24,5,1,0,9
847,18.0,24,8,1,0,2
848,9.0,24,8,10,2,3
849,19.0,2,1,1,4,6
850,18.0,14,5,15,0,0
851,5.0,24,1,10,2,9
852,18.0,16,8,10,2,3
853,27.0,16,4,2,0,0
854,18.0,16,5,2,2,9
855,5.0,24,10,10,0,7
856,9.0,14,10,1,0,2
857,9.0,16,8,2,2,2
858,9.0,16,6,1,0,9
859,5.0,2,5,6,2,2
860,18.0,2,4,2,0,3
861,27.0,12,10,10,2,7
862,5.0,2,5,1,0,0
863,5.0,24,5,10,0,7
864,27.0,2,5,2,0,5
865,18.0,24,1,2,0,9
866,27.0,24,8,1,0,7
867,19.0,24,1,10,0,9
868,18.0,2,10,9,0,4
869,19.0,4,10,6,0,9
870,18.0,10,4,2,0,1
871,18.0,14,8,1,0,3
872,25.0,2,4,1,0,0
873,18.0,14,5,10,4,7
874,15.0,24,8,2,0,7
875,19.0,14,10,9,0,3
876,27.0,2,4,6,0,4
877,13.0,16,9,6,2,3
878,18.0,14,5,10,0,4
879,15.0,2,8,10,4,3
880,9.0,2,1,2,0,9
881,18.0,14,8,4,2,9
882,9.0,16,10,9,0,7
883,5.0,16,1,1,0,3
885,15.0,24,8,10,2,7
886,19.0,24,4,10,2,4
887,18.0,24,1,9,2,9
888,18.0,10,1,10,0,4
889,9.0,14,10,1,0,2
890,27.0,12,4,3,2,1
891,2.0,14,8,10,0,7
892,9.0,2,8,2,4,2
893,9.0,24,10,9,0,7
894,15.0,24,8,2,2,7
895,18.0,24,8,10,0,2
896,9.0,4,10,1,0,0
897,9.0,4,10,1,0,0
898,19.0,0,8,10,2,0
899,9.0,4,10,1,0,4
900,9.0,2,10,1,0,0
901,19.0,2,4,9,0,7
902,5.0,14,8,3,3,7
903,27.0,10,1,2,0,9
904,18.0,14,8,10,2,3
905,19.0,14,4,10,2,7
906,15.0,2,10,10,4,3
907,25.0,2,1,1,4,9
908,15.0,2,8,10,4,7
909,18.0,2,10,3,4,2
910,15.0,2,8,10,4,3
911,15.0,2,1,10,4,7
912,15.0,2,4,10,4,3
