,Product_ID,Source,Sales_Agent,Location,Delivery_Mode,Status
48,15.0,Call,Sales-Agent-7,Other Locations,Mode-5,Not Responding
49,3.0,Call,Sales-Agent-4,Other Locations,Mode-5,In Progress Positive
50,18.0,Call,Sales-Agent-4,Bangalore,Mode-5,In Progress Positive
51,15.0,Call,Sales-Agent-11,Other Locations,Mode-5,Potential
52,9.0,Call,Sales-Agent-4,Mumbai,Mode-5,Just Enquiry
53,15.0,Call,Sales-Agent-7,Other Locations,Mode-5,Not Responding
54,9.0,Call,Sales-Agent-9,Bangalore,Mode-1,Potential
55,19.0,Call,Sales-Agent-9,Bangalore,Mode-1,Potential
56,9.0,Customer Referral,Sales-Agent-9,Chennai,Mode-1,CONVERTED
57,5.0,Live Chat-Direct,Sales-Agent-9,UAE,Mode-3,In Progress Positive
58,27.0,Website,Sales-Agent-4,Hyderabad,Mode-1,Potential
59,18.0,Website,Sales-Agent-11,Other Locations,Mode-3,In Progress Negative
60,9.0,Website,Sales-Agent-9,Bangalore,Mode-1,Potential
61,18.0,Website,Sales-Agent-4,Bangalore,Mode-1,Potential
62,19.0,Website,Sales-Agent-9,Other Locations,Mode-1,In Progress Positive
63,19.0,Website,Sales-Agent-7,Delhi,Mode-3,Just Enquiry
64,19.0,Website,Sales-Agent-11,Chennai,Mode-1,In Progress Positive
65,15.0,Website,Sales-Agent-9,Other Locations,Mode-3,Just Enquiry
66,19.0,Call,Sales-Agent-11,Bangalore,Mode-5,In Progress Positive
67,19.0,Call,Sales-Agent-4,Chennai,Mode-1,Potential
68,27.0,Live Chat-Direct,Sales-Agent-4,Other Locations,Mode-3,Potential
69,18.0,Live Chat-Blog,Sales-Agent-7,Other Locations,Mode-3,In Progress Positive
70,18.0,Website,Sales-Agent-11,Chennai,Mode-1,Potential
71,9.0,Live Chat-Direct,Sales-Agent-9,UAE,Mode-3,In Progress Positive
72,19.0,Website,Sales-Agent-11,Other Locations,Mode-1,In Progress Positive
73,9.0,Call,Sales-Agent-7,Hyderabad,Mode-1,In Progress Positive
74,15.0,Call,Sales-Agent-9,Other Locations,Mode-5,Junk Lead
75,15.0,Call,Sales-Agent-7,Other Locations,Mode-5,Not Responding
76,15.0,Call,Sales-Agent-11,Other Locations,Mode-5,Junk Lead
77,15.0,Call,Sales-Agent-4,Other Locations,Mode-5,Just Enquiry
78,25.0,Live Chat-Direct,Sales-Agent-11,Bangalore,Mode-1,Not Responding
79,10.0,Website,Sales-Agent-4,Bangalore,Mode-5,Potential
80,18.0,Website,Sales-Agent-11,Other Locations,Mode-1,Not Responding
81,9.0,Live Chat-Direct,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
82,9.0,Call,Sales-Agent-4,Chennai,Mode-2,In Progress Positive
83,18.0,Live Chat -PPC,Sales-Agent-9,Chennai,Mode-1,In Progress Positive
84,19.0,Call,Sales-Agent-11,Bangalore,Mode-5,In Progress Positive
85,18.0,Call,Sales-Agent-11,Delhi,Mode-5,In Progress Positive
86,15.0,Call,Sales-Agent-9,Other Locations,Mode-5,Not Responding
87,9.0,Call,Sales-Agent-11,Bangalore,Mode-5,Potential
88,15.0,Call,Sales-Agent-7,Other Locations,Mode-5,Junk Lead
89,15.0,Call,Sales-Agent-11,Other Locations,Mode-5,Junk Lead
90,15.0,Call,Sales-Agent-4,Other Locations,Mode-5,Not Responding
91,15.0,Call,Sales-Agent-9,Other Locations,Mode-5,Junk Lead
92,15.0,Call,Sales-Agent-7,Other Locations,Mode-5,In Progress Positive
93,9.0,Call,Sales-Agent-9,Bangalore,Mode-5,In Progress Positive
94,15.0,Call,Sales-Agent-4,Other Locations,Mode-5,Just Enquiry
95,19.0,Live Chat-Direct,Sales-Agent-11,Chennai,Mode-1,Potential
96,27.0,Website,Sales-Agent-7,Other Locations,Mode-1,Junk Lead
97,15.0,Call,Sales-Agent-3,Other Locations,Mode-5,Open
98,18.0,Live Chat -PPC,Sales-Agent-7,Bangalore,Mode-1,In Progress Positive
99,19.0,Customer Referral,Sales-Agent-9,Bangalore,Mode-1,CONVERTED
100,19.0,Website,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
101,18.0,Live Chat -PPC,Sales-Agent-4,Mumbai,Mode-1,Potential
102,27.0,Live Chat-Direct,Sales-Agent-9,Bangalore,Mode-1,Not Responding
103,18.0,Website,Sales-Agent-7,Chennai,Mode-1,Potential
104,18.0,Website,Sales-Agent-9,Other Locations,Mode-3,Junk Lead
105,19.0,Website,Sales-Agent-9,Other Locations,Mode-3,Junk Lead
106,5.0,Live Chat-Google Ads,Sales-Agent-9,Other Locations,Mode-3,Not Responding
107,18.0,Website,Sales-Agent-9,Mumbai,Mode-3,In Progress Positive
108,15.0,Website,Sales-Agent-9,Other Locations,Mode-1,Not Responding
109,18.0,Website,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
110,19.0,Call,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
111,10.0,Website,Sales-Agent-9,Bangalore,Mode-3,In Progress Positive
112,19.0,Live Chat-Direct,Sales-Agent-9,Kolkata,Mode-3,Potential
113,19.0,Live Chat-Blog,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
114,18.0,Live Chat-Direct,Sales-Agent-9,Other Locations,Mode-1,In Progress Positive
115,18.0,Live Chat-Direct,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
116,19.0,Live Chat-Direct,Sales-Agent-9,Other Locations,Mode-5,In Progress Positive
117,18.0,Website,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
119,19.0,Website,Sales-Agent-9,Bangalore,Mode-3,In Progress Positive
120,20.0,Live Chat-Direct,Sales-Agent-11,Delhi,Mode-3,Not Responding
121,18.0,Live Chat-Direct,Sales-Agent-9,Chennai,Mode-1,In Progress Positive
122,18.0,Website,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
123,18.0,Website,Sales-Agent-11,Other Locations,Mode-3,Potential
124,5.0,Call,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
125,19.0,Call,Sales-Agent-9,Delhi,Mode-1,Potential
139,20.0,Live Chat-Direct,Sales-Agent-3,Bangalore,Mode-3,Not Responding
140,18.0,Live Chat-Direct,Sales-Agent-9,Singapore,Mode-3,Potential
141,18.0,Call,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
142,18.0,Live Chat -PPC,Sales-Agent-11,Bangalore,Mode-1,Potential
143,19.0,Live Chat-Adwords Remarketing,Sales-Agent-4,Bangalore,Mode-1,In Progress Positive
144,27.0,Live Chat-Direct,Sales-Agent-9,Hyderabad,Mode-3,Not Responding
145,15.0,Website,Sales-Agent-3,Delhi,Mode-3,Not Responding
146,18.0,Call,Sales-Agent-11,Other Locations,Mode-3,Not Responding
147,27.0,Website,Sales-Agent-7,Delhi,Mode-3,In Progress Positive
148,18.0,Call,Sales-Agent-3,Chennai,Mode-1,Just Enquiry
149,18.0,Call,Sales-Agent-9,Chennai,Mode-1,In Progress Positive
150,18.0,Call,Sales-Agent-3,Chennai,Mode-1,Potential
151,5.0,Live Chat-Direct,Sales-Agent-3,Bangalore,Mode-1,Not Responding
152,15.0,Website,Sales-Agent-7,Other Locations,Mode-1,Not Responding
153,15.0,Call,Sales-Agent-11,Other Locations,Mode-5,Junk Lead
154,15.0,Call,Sales-Agent-4,Other Locations,Mode-5,In Progress Negative
155,15.0,Call,Sales-Agent-9,Other Locations,Mode-5,Just Enquiry
156,15.0,Call,Sales-Agent-7,Other Locations,Mode-5,Just Enquiry
157,18.0,Call,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
158,15.0,Call,Sales-Agent-3,Other Locations,Mode-5,Not Responding
159,15.0,Website,Sales-Agent-7,Pune,Mode-5,In Progress Positive
160,18.0,Live Chat-Direct,Sales-Agent-9,Bangalore,Mode-1,CONVERTED
161,11.0,Call,Sales-Agent-7,Chennai,Mode-5,In Progress Positive
162,19.0,Live Chat-Direct,Sales-Agent-9,Other Locations,Mode-4,In Progress Positive
163,27.0,Live Chat-Direct,Sales-Agent-3,Bangalore,Mode-1,Not Responding
164,19.0,Live Chat-Direct,Sales-Agent-3,Bangalore,Mode-1,Potential
165,18.0,Live Chat-Direct,Sales-Agent-9,Hyderabad,Mode-3,In Progress Positive
166,18.0,Call,Sales-Agent-11,Chennai,Mode-5,Potential
167,18.0,Website,Sales-Agent-9,Other Locations,Mode-1,In Progress Positive
168,19.0,Website,Sales-Agent-3,Other Locations,Mode-1,Junk Lead
169,18.0,Live Chat -PPC,Sales-Agent-11,Chennai,Mode-1,Potential
170,15.0,Call,Sales-Agent-9,Other Locations,Mode-5,Just Enquiry
171,19.0,Call,Sales-Agent-9,Chennai,Mode-5,Potential
172,15.0,Call,Sales-Agent-3,Other Locations,Mode-5,Not Responding
173,15.0,Call,Sales-Agent-4,Other Locations,Mode-5,Junk Lead
174,15.0,Call,Sales-Agent-7,Other Locations,Mode-5,Junk Lead
175,19.0,Website,Sales-Agent-7,Other Locations,Mode-1,Junk Lead
176,18.0,Live Chat-Direct,Sales-Agent-4,Bangalore,Mode-1,Not Responding
177,25.0,Customer Referral,Sales-Agent-9,Bangalore,Mode-1,Potential
178,19.0,E-Mail Message,Sales-Agent-3,Chennai,Mode-1,Potential
179,9.0,Live Chat-Direct,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
180,9.0,Live Chat-Direct,Sales-Agent-4,USA,Mode-3,Just Enquiry
181,19.0,Call,Sales-Agent-9,Bangalore,Mode-1,Potential
182,18.0,Live Chat -PPC,Sales-Agent-11,Trivandrum,Mode-5,Just Enquiry
183,18.0,Call,Sales-Agent-9,Chennai,Mode-1,In Progress Positive
184,15.0,Call,Sales-Agent-11,Other Locations,Mode-5,Junk Lead
185,27.0,Call,Sales-Agent-4,Other Locations,Mode-5,In Progress Negative
186,15.0,Call,Sales-Agent-9,Other Locations,Mode-5,Not Responding
187,21.0,Call,Sales-Agent-4,Chennai,Mode-5,In Progress Positive
188,15.0,Call,Sales-Agent-7,Other Locations,Mode-5,Just Enquiry
189,27.0,Call,Sales-Agent-3,Chennai,Mode-5,Just Enquiry
190,15.0,Call,Sales-Agent-7,Other Locations,Mode-5,Junk Lead
191,9.0,Call,Sales-Agent-3,Bangalore,Mode-5,Potential
192,18.0,Call,Sales-Agent-9,Chennai,Mode-5,Potential
193,18.0,Live Chat-Direct,Sales-Agent-11,Other Locations,Mode-3,Just Enquiry
194,9.0,Call,Sales-Agent-3,Bangalore,Mode-1,In Progress Positive
195,18.0,Website,Sales-Agent-7,Bangalore,Mode-1,In Progress Positive
196,9.0,Call,Sales-Agent-4,Bangalore,Mode-5,CONVERTED
197,3.0,Live Chat-Direct,Sales-Agent-7,USA,Mode-4,In Progress Positive
198,18.0,Call,Sales-Agent-9,Delhi,Mode-1,In Progress Positive
199,18.0,Call,Sales-Agent-9,Bangalore,Mode-1,Potential
200,15.0,Call,Sales-Agent-9,Other Locations,Mode-5,Junk Lead
201,18.0,Call,Sales-Agent-9,Bangalore,Mode-5,Potential
202,15.0,Call,Sales-Agent-7,Other Locations,Mode-5,Not Responding
203,15.0,Call,Sales-Agent-11,Other Locations,Mode-5,Not Responding
204,15.0,Website,Sales-Agent-9,Other Locations,Mode-5,In Progress Positive
205,18.0,Live Chat-Direct,Sales-Agent-7,Trivandrum,Mode-3,In Progress Positive
206,5.0,Website,Sales-Agent-3,Other Locations,Mode-1,Not Responding
207,15.0,Website,Sales-Agent-11,Chennai,Mode-1,Junk Lead
208,18.0,Website,Sales-Agent-7,Bangalore,Mode-1,CONVERTED
209,18.0,Call,Sales-Agent-9,Chennai,Mode-1,In Progress Positive
210,18.0,Call,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
211,18.0,Website,Sales-Agent-7,Mumbai,Mode-3,Junk Lead
212,19.0,Website,Sales-Agent-4,Bangalore,Mode-1,Just Enquiry
213,15.0,Website,Sales-Agent-3,Other Locations,Mode-1,Not Responding
214,18.0,Website,Sales-Agent-11,Chennai,Mode-5,Potential
215,19.0,Website,Sales-Agent-11,Other Locations,Mode-1,Just Enquiry
216,18.0,Website,Sales-Agent-4,Hyderabad,Mode-1,In Progress Positive
217,19.0,Website,Sales-Agent-3,Other Locations,Mode-3,Junk Lead
218,18.0,Website,Sales-Agent-4,Bangalore,Mode-1,In Progress Positive
219,9.0,Website,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
220,18.0,Website,Sales-Agent-7,Bangalore,Mode-1,CONVERTED
221,18.0,Website,Sales-Agent-9,Other Locations,Mode-1,Just Enquiry
222,18.0,Website,Sales-Agent-7,Other Locations,Mode-5,Just Enquiry
223,19.0,Website,Sales-Agent-4,Other Locations,Mode-3,In Progress Positive
224,2.0,Website,Sales-Agent-7,Pune,Mode-3,In Progress Positive
225,5.0,Call,Sales-Agent-3,Bangalore,Mode-1,Just Enquiry
226,18.0,Live Chat-Direct,Sales-Agent-7,Chennai,Mode-1,In Progress Positive
227,15.0,Call,Sales-Agent-7,Other Locations,Mode-5,Junk Lead
228,19.0,Call,Sales-Agent-3,Delhi,Mode-5,In Progress Negative
229,15.0,Call,Sales-Agent-7,Other Locations,Mode-5,Junk Lead
230,15.0,Call,Sales-Agent-3,Other Locations,Mode-5,Junk Lead
231,18.0,Live Chat-Direct,Sales-Agent-7,Chennai,Mode-1,Just Enquiry
232,18.0,Live Chat -PPC,Sales-Agent-3,Bangalore,Mode-1,Just Enquiry
233,20.0,Live Chat-Direct,Sales-Agent-7,Other Locations,Mode-5,In Progress Positive
234,5.0,Live Chat-Direct,Sales-Agent-3,Bangalore,Mode-1,Just Enquiry
235,18.0,Live Chat-Direct,Sales-Agent-7,Bangalore,Mode-1,In Progress Positive
236,18.0,Live Chat-Direct,Sales-Agent-3,Bangalore,Mode-1,CONVERTED
237,5.0,Live Chat -PPC,Sales-Agent-7,Other Locations,Mode-3,Just Enquiry
238,20.0,Existing Client,Sales-Agent-3,Bangalore,Mode-1,CONVERTED
239,18.0,Live Chat-Blog,Sales-Agent-3,Other Locations,Mode-1,In Progress Negative
240,18.0,Live Chat-Blog,Sales-Agent-7,Other Locations,Mode-1,In Progress Positive
241,5.0,Live Chat-Direct,Sales-Agent-7,Bangalore,Mode-1,In Progress Positive
242,18.0,Live Chat-Direct,Sales-Agent-3,Kolkata,Mode-3,Junk Lead
243,15.0,Live Chat-Direct,Sales-Agent-3,USA,Mode-3,Not Responding
244,19.0,Live Chat-Direct,Sales-Agent-7,Mumbai,Mode-3,Just Enquiry
245,19.0,Live Chat-Direct,Sales-Agent-3,Bangalore,Mode-1,Potential
246,15.0,Call,Sales-Agent-3,Other Locations,Mode-5,In Progress Negative
247,15.0,Call,Sales-Agent-3,Other Locations,Mode-5,Just Enquiry
248,15.0,Call,Sales-Agent-3,Other Locations,Mode-5,Not Responding
249,15.0,Call,Sales-Agent-3,Other Locations,Mode-5,Not Responding
250,19.0,Live Chat-Direct,Sales-Agent-7,Chennai,Mode-1,In Progress Positive
251,9.0,Call,Sales-Agent-7,Bangalore,Mode-1,In Progress Positive
252,27.0,Website,Sales-Agent-7,Chennai,Mode-3,Potential
253,9.0,Website,Sales-Agent-7,Delhi,Mode-3,Just Enquiry
254,19.0,Website,Sales-Agent-3,Other Locations,Mode-1,In Progress Positive
255,18.0,Website,Sales-Agent-3,Bangalore,Mode-1,Not Responding
256,27.0,Website,Sales-Agent-7,Chennai,Mode-1,In Progress Positive
257,18.0,Website,Sales-Agent-7,Bangalore,Mode-1,In Progress Positive
258,27.0,Website,Sales-Agent-7,Bangalore,Mode-1,In Progress Positive
259,19.0,Website,Sales-Agent-7,Other Locations,Mode-3,In Progress Positive
260,5.0,Website,Sales-Agent-3,Other Locations,Mode-3,Not Responding
261,18.0,Website,Sales-Agent-7,Kolkata,Mode-3,Just Enquiry
262,18.0,By Recommendation,Sales-Agent-9,Bangalore,Mode-1,Potential
263,5.0,Website,Sales-Agent-7,Other Locations,Mode-5,Just Enquiry
264,25.0,Live Chat-Direct,Sales-Agent-7,Bangalore,Mode-1,In Progress Positive
265,18.0,Call,Sales-Agent-9,Mumbai,Mode-1,Just Enquiry
266,5.0,Live Chat-Direct,Sales-Agent-7,Other Locations,Mode-3,In Progress Positive
267,5.0,Live Chat-Direct,Sales-Agent-3,Bangalore,Mode-1,Just Enquiry
268,19.0,Live Chat-Direct,Sales-Agent-4,Other Locations,Mode-3,Not Responding
269,9.0,Live Chat-Direct,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
270,19.0,Live Chat-Direct,Sales-Agent-7,AUSTRALIA,Mode-3,In Progress Positive
271,15.0,Website,Sales-Agent-7,Other Locations,Mode-5,Just Enquiry
272,1.0,Website,Sales-Agent-3,Bangalore,Mode-1,In Progress Negative
273,19.0,Call,Sales-Agent-9,Mumbai,Mode-1,Just Enquiry
274,19.0,Call,Sales-Agent-3,Bangalore,Mode-1,Just Enquiry
275,1.0,Live Chat-Direct,Sales-Agent-9,Chennai,Mode-3,Not Responding
276,15.0,Call,Sales-Agent-3,Other Locations,Mode-5,Junk Lead
277,19.0,Call,Sales-Agent-4,Other Locations,Mode-5,Just Enquiry
278,15.0,Call,Sales-Agent-7,Other Locations,Mode-5,Junk Lead
279,15.0,Call,Sales-Agent-9,Other Locations,Mode-5,Junk Lead
280,15.0,Call,Sales-Agent-3,Other Locations,Mode-5,Junk Lead
281,15.0,Call,Sales-Agent-4,Other Locations,Mode-5,In Progress Negative
282,15.0,Call,Sales-Agent-3,Other Locations,Mode-5,Junk Lead
283,15.0,Call,Sales-Agent-7,Other Locations,Mode-5,Junk Lead
284,10.0,Website,Sales-Agent-4,Other Locations,Mode-4,In Progress Positive
285,19.0,Call,Sales-Agent-7,Other Locations,Mode-1,In Progress Negative
286,12.0,Website,Sales-Agent-7,Bangalore,Mode-4,In Progress Positive
287,19.0,Live Chat-Direct,Sales-Agent-7,Mumbai,Mode-1,In Progress Positive
288,15.0,Call,Sales-Agent-8,Other Locations,Mode-5,Open
289,19.0,Call,Sales-Agent-9,Bangalore,Mode-1,CONVERTED
290,15.0,Call,Sales-Agent-3,Other Locations,Mode-5,Not Responding
291,15.0,Call,Sales-Agent-7,Other Locations,Mode-5,Not Responding
292,15.0,Call,Sales-Agent-4,Other Locations,Mode-5,Just Enquiry
293,18.0,Call,Sales-Agent-3,Mumbai,Mode-1,Just Enquiry
294,19.0,Live Chat-Direct,Sales-Agent-3,Bangalore,Mode-1,Potential
295,18.0,Live Chat-Direct,Sales-Agent-4,Other Locations,Mode-3,In Progress Positive
296,18.0,Live Chat-Direct,Sales-Agent-4,UAE,Mode-3,In Progress Positive
297,27.0,Live Chat-Direct,Sales-Agent-4,Bangalore,Mode-1,Just Enquiry
298,19.0,Website,Sales-Agent-7,Pune,Mode-3,In Progress Positive
299,5.0,Call,Sales-Agent-9,Other Locations,Mode-5,Not Responding
300,12.0,Live Chat-Direct,Sales-Agent-7,Other Locations,Mode-4,LOST
301,27.0,Website,Sales-Agent-4,Other Locations,Mode-5,Just Enquiry
302,9.0,Website,Sales-Agent-9,Chennai,Mode-1,Potential
303,9.0,Call,Sales-Agent-4,Hyderabad,Mode-1,Potential
304,18.0,Website,Sales-Agent-9,Other Locations,Mode-1,Not Responding
305,27.0,Website,Sales-Agent-3,Other Locations,Mode-5,Not Responding
306,5.0,Website,Sales-Agent-7,Other Locations,Mode-5,Just Enquiry
307,9.0,Call,Sales-Agent-3,Chennai,Mode-1,Potential
308,15.0,Call,Sales-Agent-4,Other Locations,Mode-5,Potential
309,18.0,Live Chat-Direct,Sales-Agent-4,Bangalore,Mode-1,Potential
310,18.0,Website,Sales-Agent-4,Mumbai,Mode-5,Just Enquiry
311,18.0,Call,Sales-Agent-4,Bangalore,Mode-1,Potential
312,18.0,Website,Sales-Agent-3,Hyderabad,Mode-3,In Progress Negative
313,27.0,Website,Sales-Agent-9,Other Locations,Mode-3,In Progress Positive
314,19.0,Live Chat-Direct,Sales-Agent-11,UAE,Mode-3,Potential
315,19.0,Live Chat-Direct,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
316,18.0,Live Chat-Direct,Sales-Agent-11,Mumbai,Mode-3,Potential
317,19.0,Call,Sales-Agent-3,Other Locations,Mode-5,Junk Lead
318,15.0,Call,Sales-Agent-3,Other Locations,Mode-5,Not Responding
319,15.0,Call,Sales-Agent-7,Other Locations,Mode-5,Junk Lead
320,19.0,Website,Sales-Agent-3,Other Locations,Mode-2,CONVERTED
321,9.0,Call,Sales-Agent-9,Chennai,Mode-1,In Progress Positive
322,19.0,Website,Sales-Agent-4,Trivandrum,Mode-3,Potential
323,27.0,Website,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
324,2.0,Website,Sales-Agent-7,Delhi,Mode-3,In Progress Positive
325,19.0,Live Chat-Direct,Sales-Agent-4,AUSTRALIA,Mode-3,Not Responding
326,19.0,Call,Sales-Agent-9,Delhi,Mode-1,In Progress Positive
327,19.0,Website,Sales-Agent-3,Bangalore,Mode-1,CONVERTED
328,18.0,Call,Sales-Agent-9,Chennai,Mode-1,In Progress Positive
329,5.0,Live Chat-Direct,Sales-Agent-8,USA,Mode-3,Open
330,15.0,Call,Sales-Agent-11,Other Locations,Mode-5,Junk Lead
331,18.0,Call,Sales-Agent-4,Other Locations,Mode-5,Junk Lead
332,18.0,Call,Sales-Agent-3,Bangalore,Mode-1,Potential
333,15.0,Call,Sales-Agent-7,Other Locations,Mode-5,Junk Lead
334,27.0,Call,Sales-Agent-3,Other Locations,Mode-5,In Progress Negative
335,15.0,Live Chat-Direct,Sales-Agent-8,Hyderabad,Mode-5,Junk Lead
336,15.0,Call,Sales-Agent-9,Other Locations,Mode-5,Just Enquiry
337,15.0,Call,Sales-Agent-11,Other Locations,Mode-5,Just Enquiry
338,15.0,Call,Sales-Agent-7,Other Locations,Mode-5,Junk Lead
339,15.0,Call,Sales-Agent-3,Other Locations,Mode-5,Not Responding
340,15.0,Call,Sales-Agent-9,Other Locations,Mode-5,Junk Lead
341,5.0,Call,Sales-Agent-11,Mumbai,Mode-5,Just Enquiry
342,18.0,Website,Sales-Agent-11,Bangalore,Mode-1,Long Term
343,27.0,Call,Sales-Agent-7,Other Locations,Mode-5,In Progress Negative
344,15.0,Call,Sales-Agent-4,Other Locations,Mode-5,Just Enquiry
345,15.0,Call,Sales-Agent-3,Other Locations,Mode-5,Not Responding
346,15.0,Call,Sales-Agent-4,Other Locations,Mode-5,Not Responding
347,15.0,Call,Sales-Agent-11,Other Locations,Mode-5,Junk Lead
348,27.0,Call,Sales-Agent-11,Chennai,Mode-5,Potential
349,15.0,Call,Sales-Agent-11,Other Locations,Mode-5,Junk Lead
350,19.0,Call,Sales-Agent-11,Bangalore,Mode-5,Junk Lead
351,9.0,Live Chat-Google Organic,Sales-Agent-9,UAE,Mode-3,CONVERTED
352,9.0,Call,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
353,9.0,Call,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
354,18.0,Website,Sales-Agent-9,Chennai,Mode-1,In Progress Positive
355,9.0,Live Chat-Direct,Sales-Agent-3,Other Locations,Mode-3,Not Responding
356,19.0,Live Chat-Direct,Sales-Agent-4,Hyderabad,Mode-3,Not Responding
357,9.0,Live Chat-Direct,Sales-Agent-11,Hyderabad,Mode-3,Just Enquiry
358,18.0,Live Chat-CPC,Sales-Agent-9,Hyderabad,Mode-3,In Progress Positive
359,18.0,Call,Sales-Agent-4,Chennai,Mode-1,Potential
360,19.0,Live Chat-Direct,Sales-Agent-11,AUSTRALIA,Mode-3,Just Enquiry
361,12.0,Live Chat-Direct,Sales-Agent-4,Other Locations,Mode-4,Not Responding
362,9.0,Live Chat-Direct,Sales-Agent-3,Hyderabad,Mode-3,In Progress Negative
363,20.0,Live Chat-Direct,Sales-Agent-7,Bangalore,Mode-1,Junk Lead
364,18.0,Live Chat-Direct,Sales-Agent-7,Other Locations,Mode-3,In Progress Positive
365,18.0,Call,Sales-Agent-8,Other Locations,Mode-3,Open
366,19.0,Live Chat-Direct,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
367,18.0,Website,Sales-Agent-7,Other Locations,Mode-1,In Progress Positive
368,18.0,Live Chat-Direct,Sales-Agent-11,Other Locations,Mode-1,Just Enquiry
369,18.0,Call,Sales-Agent-7,Bangalore,Mode-1,Potential
370,18.0,Call,Sales-Agent-4,Bangalore,Mode-1,CONVERTED
371,18.0,Call,Sales-Agent-9,Bangalore,Mode-1,LOST
372,18.0,Call,Sales-Agent-7,Other Locations,Mode-5,CONVERTED
373,27.0,Website,Sales-Agent-7,Delhi,Mode-5,Junk Lead
374,27.0,Website,Sales-Agent-11,Other Locations,Mode-5,Not Responding
375,27.0,Website,Sales-Agent-3,Other Locations,Mode-1,Not Responding
376,19.0,Website,Sales-Agent-3,Kolkata,Mode-5,Junk Lead
377,27.0,Website,Sales-Agent-4,Other Locations,Mode-5,In Progress Positive
378,15.0,Website,Sales-Agent-3,Other Locations,Mode-5,Not Responding
379,3.0,Website,Sales-Agent-3,Other Locations,Mode-5,In Progress Negative
380,15.0,Website,Sales-Agent-3,Other Locations,Mode-5,Not Responding
381,18.0,Website,Sales-Agent-4,Delhi,Mode-1,Just Enquiry
382,12.0,Website,Sales-Agent-9,Bangalore,Mode-5,In Progress Positive
383,18.0,Website,Sales-Agent-7,Bangalore,Mode-1,In Progress Positive
384,27.0,Website,Sales-Agent-7,Mumbai,Mode-3,In Progress Positive
385,18.0,Call,Sales-Agent-7,Chennai,Mode-1,Just Enquiry
386,5.0,Live Chat-Direct,Sales-Agent-9,Other Locations,Mode-1,Not Responding
